transaction_id,amount_minor,amount_log,mcc,mcc_risk,hour_of_day,weekend,velocity_5m,device_trust,network_trust,impossible_travel,new_device,distance_km,is_fraud
tx_00034,2897,7.971776122880628,6011,0.85,10,1,3,1,1,0,0,20.49,0
tx_00035,25391,10.14218944276619,4121,0.2,8,0,0,1,1,0,0,10.29,0
tx_00036,8976,9.10242102975669,6011,0.85,8,0,3,1,1,0,0,1.74,0
tx_00037,1576,7.3632795869630385,5968,0.7,2,1,0,1,1,0,0,4.64,0
tx_00038,7757,8.956479847999912,4900,0.1,23,0,4,0,-1,0,0,16.3,0
tx_00039,10639,9.272375762895635,5712,0.25,0,0,2,1,1,0,0,4.54,0
tx_00040,20523,9.929350212061856,4829,0.8,3,1,5,0,1,0,0,0.7,0
tx_00041,5911,8.684739462628038,5814,0.3,2,0,0,1,1,0,0,2.12,0
tx_00042,17885,9.791773562906126,5812,0.45,23,0,3,-1,0,0,0,0.1,0
tx_00043,9730,9.18307194482199,5311,0.4,7,1,4,1,-1,0,0,6.98,0
tx_00044,2335,7.756195343948118,4121,0.2,10,1,1,1,1,0,0,23.42,0
tx_00045,2123,7.66105638236183,7995,0.3,18,1,3,0,-1,1,0,3180.52,1
tx_00046,23661,10.071625664813608,5412,0.2,1,0,4,1,1,0,0,4.49,0
tx_00047,25371,10.141401482753787,6011,0.85,1,0,3,1,0,0,0,1.68,0
tx_00048,11069,9.311994025702683,5812,0.45,4,0,3,1,1,0,0,3.74,0
tx_00049,33728,10.42611328041787,5814,0.3,16,0,0,1,-1,0,0,5.79,0
tx_00050,22224,10.008973060382106,5814,0.3,23,0,0,1,0,0,0,21.61,0
tx_00051,15594,9.654705629041903,4829,0.8,14,1,3,1,1,0,0,7.54,0
tx_00052,3427,8.13973227971767,5411,0.1,20,0,1,1,1,0,0,0.65,0
tx_00053,42194,10.650057009592066,5412,0.2,21,0,1,1,1,0,0,12.78,0
tx_00054,13557,9.51473205799091,5412,0.2,6,0,1,1,1,0,0,0.49,0
tx_00055,5646,8.638879709672837,4121,0.2,4,0,3,1,1,0,0,6.14,0
tx_00056,4317,8.370547611074752,5691,0.35,3,0,5,0,1,0,0,36.63,0
tx_00057,10395,9.249176395761381,4829,0.8,19,0,10,0,1,0,0,0.69,0
tx_00058,1665,7.418180822726788,5814,0.3,16,1,3,1,1,0,0,4.21,0
tx_00059,15833,9.669914805731379,5812,0.45,20,0,5,0,1,0,0,4.51,0
tx_00060,3292,8.099554282376364,6011,0.85,12,0,5,-1,0,0,0,4.91,0
tx_00061,11582,9.357293784932345,5814,0.3,23,1,0,-1,1,0,0,13.11,0
tx_00062,4962,8.50976567558744,5411,0.1,21,0,0,1,1,0,0,2.17,0
tx_00063,6336,8.754160749323518,7995,0.3,19,0,3,1,1,0,0,10.99,0
tx_00064,3968,8.286269452783065,5411,0.1,19,0,1,1,1,0,0,3.55,0
tx_00065,6988,8.85209276347713,5311,0.4,2,1,3,1,1,0,0,5.71,0
tx_00066,49025,10.800106048612763,6011,0.85,17,1,1,1,1,0,0,0.91,0
tx_00067,30363,10.321012975136659,5411,0.1,22,1,1,1,1,0,0,17.77,0
tx_00068,11406,9.341982481027898,4814,0.55,7,1,0,1,1,0,0,5.96,0
tx_00069,7952,8.981304494957135,5412,0.2,19,0,1,-1,-1,0,0,10.0,0
tx_00070,18163,9.807196892217842,5968,0.7,8,0,1,1,1,0,0,18.96,0
tx_00071,23829,10.078700570092789,4829,0.8,5,1,11,0,1,0,0,3.5,0
tx_00072,3703,8.21716859576607,5412,0.2,17,1,1,-1,-1,0,0,3.65,0
tx_00073,7567,8.931684110731714,4814,0.55,3,0,2,1,0,0,0,0.58,0
tx_00074,1443,7.275172319452771,5812,0.45,11,1,0,1,1,0,0,6.09,0
tx_00075,23674,10.072174918054278,5412,0.2,22,1,7,0,1,0,0,25.56,0
tx_00076,57927,10.966956139068657,5311,0.4,3,1,1,1,1,0,0,4.62,0
tx_00077,8789,9.081369990679223,4900,0.1,3,1,3,1,1,0,0,1.82,0
tx_00078,1082,6.9874902470009905,5691,0.35,22,1,2,1,1,1,0,4623.32,1
tx_00079,14525,9.583695426166113,5812,0.45,18,1,4,1,1,0,0,0.88,0
tx_00080,3451,8.146709052203319,7995,0.3,11,1,2,1,1,0,0,2.38,0
tx_00081,4337,8.37516869138682,5412,0.2,9,0,0,-1,1,0,0,2.21,0
tx_00082,14771,9.600488775972455,4829,0.8,23,0,2,1,0,0,0,14.39,0
tx_00083,10373,9.247057954911346,5968,0.7,17,1,1,-1,1,0,0,6.51,0
tx_00084,5123,8.541690663016626,5712,0.25,21,0,2,1,-1,0,0,2.44,0
tx_00085,4394,8.388222810119277,5812,0.45,2,1,5,0,1,0,0,2.68,0
tx_00086,9179,9.124782483614537,4814,0.55,12,1,12,0,-1,0,0,6.08,0
tx_00087,5520,8.616314282284044,5311,0.4,17,0,2,1,1,0,0,6.3,0
tx_00088,2840,7.951911381854188,5814,0.3,0,0,1,-1,1,0,0,5.92,0
tx_00089,5939,8.68946441235669,5968,0.7,12,0,1,-1,1,0,0,2.22,0
tx_00090,11246,9.327856705404022,5412,0.2,1,1,8,1,1,0,0,18.02,0
tx_00091,6877,8.83608319099221,5968,0.7,21,0,8,0,1,0,0,33.65,0
tx_00092,2127,7.662937850461535,5968,0.7,16,0,1,1,1,0,0,27.08,0
tx_00093,20843,9.944821416029106,5411,0.1,4,0,1,1,1,0,0,21.47,0
tx_00094,604,6.405228458030842,6011,0.85,12,1,1,1,0,0,0,85.97,0
tx_00095,5330,8.581294116822761,5311,0.4,2,0,0,1,1,0,0,2.14,0
tx_00096,4519,8.416267272826277,4900,0.1,19,1,1,1,1,0,0,2.31,0
tx_00097,9376,9.146015161419625,5812,0.45,4,1,1,1,0,0,0,0.93,0
tx_00098,13888,9.53885243891622,5712,0.25,14,0,2,-1,1,0,0,3.73,0
tx_00099,23756,10.075632502878522,4814,0.55,1,1,4,1,1,0,0,1.12,0
tx_00100,4140,8.328692583545568,5968,0.7,3,0,8,0,1,0,0,24.27,1
tx_00101,14220,9.562475024372697,4829,0.8,23,0,1,1,1,0,0,6.48,0
tx_00102,9810,9.19125948416339,5968,0.7,9,0,2,1,1,0,0,3.35,0
tx_00103,1602,7.3796321526095525,4121,0.2,2,1,5,0,1,0,0,1.35,1
tx_00104,49547,10.81069717567409,5968,0.7,16,1,1,1,-1,0,0,1.07,0
tx_00105,2076,7.638679823876112,5968,0.7,4,1,0,1,1,0,1,2.66,0
tx_00106,12133,9.403766708502243,5814,0.3,14,1,1,-1,1,0,1,34.87,0
tx_00107,11797,9.37568530456302,5812,0.45,19,0,1,1,1,0,0,19.7,0
tx_00108,10583,9.267098705794792,5412,0.2,16,1,3,1,0,0,0,12.37,0
tx_00109,5091,8.535425959677298,5812,0.45,5,1,0,1,1,0,0,0.37,0
tx_00110,17873,9.791102421941337,4900,0.1,5,0,0,1,1,0,1,4.43,0
tx_00111,1850,7.523481312573497,5814,0.3,5,1,1,1,1,0,0,3.7,0
tx_00112,7651,8.942722330560143,5691,0.35,15,1,2,1,1,0,0,2.15,0
tx_00113,4767,8.469682208745185,5412,0.2,16,1,3,1,1,0,0,5.31,0
tx_00114,4280,8.361941906144946,5691,0.35,12,0,3,1,1,0,0,1.68,0
tx_00115,12240,9.412546252075513,5691,0.35,9,0,3,1,1,0,0,2.61,0
tx_00116,22669,10.028797743501574,4121,0.2,1,1,3,1,1,0,0,1.76,0
tx_00117,5879,8.679312040892672,4814,0.55,20,0,2,-1,1,0,0,2.31,0
tx_00118,17100,9.746892220313054,4900,0.1,15,1,3,0,1,0,0,0.09,0
tx_00119,8539,9.052516286782616,4814,0.55,15,1,1,1,1,1,0,4150.43,1
tx_00120,3488,8.157370441186774,5412,0.2,2,1,1,-1,-1,0,0,10.53,0
tx_00121,6375,8.760296220470051,5812,0.45,6,0,8,0,1,0,0,1.89,0
tx_00122,6128,8.720786883485731,5812,0.45,7,1,2,1,1,0,0,19.02,0
tx_00123,4202,8.343553835005117,5412,0.2,14,0,3,1,1,0,0,1.75,0
tx_00124,12237,9.412301144022486,5968,0.7,18,1,1,1,1,0,0,1.15,0
tx_00125,10179,9.228180290104513,5691,0.35,20,0,1,1,1,0,0,17.51,0
tx_00126,1797,7.494430215031565,4814,0.55,12,1,2,1,1,0,0,2.63,0
tx_00127,1696,7.436617265234227,5814,0.3,8,0,4,1,-1,0,0,6.57,0
tx_00128,12193,9.408699306467762,5712,0.25,9,1,1,-1,1,0,0,0.86,0
tx_00129,3754,8.230843564198235,5712,0.25,17,0,1,1,1,0,0,4.1,0
tx_00130,10852,9.292196818446016,5691,0.35,7,1,1,1,1,0,0,3.37,0
tx_00131,17104,9.747126097411705,5691,0.35,9,1,0,-1,1,0,0,3.14,0
tx_00132,2435,7.798112628829788,4814,0.55,18,1,0,1,1,0,0,3.22,0
tx_00133,2131,7.664815785285735,5691,0.35,13,0,1,1,0,0,0,6.19,0
tx_00134,39970,10.595909470156478,5968,0.7,11,1,2,1,-1,0,0,5.7,0
tx_00135,11375,9.339261152043022,5311,0.4,17,1,0,1,-1,0,0,9.21,0
tx_00136,5469,8.607033895416027,5712,0.25,6,1,3,1,1,0,0,0.46,0
tx_00137,3354,8.118207049405783,4121,0.2,1,1,2,1,1,0,0,29.97,0
tx_00138,5015,8.520388082312756,5311,0.4,18,0,9,0,1,0,0,3.81,0
tx_00139,2628,7.874358824729881,5412,0.2,10,1,0,1,1,0,0,2.65,0
tx_00140,18853,9.844480371956095,7995,0.3,7,0,8,0,1,1,0,978.48,0
tx_00141,3894,8.267448958304849,4900,0.1,2,0,3,0,1,0,0,3.98,0
tx_00142,23018,10.044075240845775,4900,0.1,22,1,0,1,1,0,0,5.7,0
tx_00143,5567,8.624791202014256,5411,0.1,17,0,1,1,0,0,0,3.16,0
tx_00144,3023,8.014335737299424,7995,0.3,6,1,0,1,0,0,0,9.84,0
tx_00145,5433,8.600430789986293,5968,0.7,14,1,2,1,-1,0,0,0.72,0
tx_00146,673,6.513230110912307,4121,0.2,11,1,3,1,1,0,0,6.6,0
tx_00147,7262,8.890548245606167,4900,0.1,7,1,3,1,0,0,0,2.69,0
tx_00148,6930,8.843759381917984,5968,0.7,7,1,0,1,1,0,0,0.56,0
tx_00149,17831,9.788749875065704,4121,0.2,1,0,2,1,1,0,0,18.64,0
tx_00150,1357,7.213768308118642,5968,0.7,23,1,3,1,1,0,1,3.15,0
tx_00151,24562,10.108996524638528,4900,0.1,22,1,0,1,1,0,1,16.72,0
tx_00152,17761,9.784816622818449,6011,0.85,20,0,1,-1,1,0,0,11.85,0
tx_00153,26759,10.194663514242166,5311,0.4,7,1,0,1,0,0,0,2.04,0
tx_00154,7747,8.955190024526887,5412,0.2,23,0,7,0,1,0,0,20.06,0
tx_00155,21341,9.96843224117651,5812,0.45,6,0,0,1,-1,0,0,3.74,0
tx_00156,2013,7.607878073278507,4814,0.55,19,1,3,1,1,0,0,2.21,0
tx_00157,16036,9.682653831508809,5691,0.35,2,1,4,0,1,0,0,1.51,0
tx_00158,3915,8.272826003650401,5691,0.35,7,1,1,-1,-1,1,0,803.89,0
tx_00159,1697,7.437206366871292,5814,0.3,13,1,3,0,1,0,0,7.73,0
tx_00160,2800,7.937731775260109,7995,0.3,23,0,0,-1,0,0,0,2.05,0
tx_00161,8188,9.010547069270189,5812,0.45,6,1,1,1,1,0,0,8.28,0
tx_00162,3722,8.222285073872717,5411,0.1,10,1,0,-1,1,0,0,2.68,0
tx_00163,11643,9.362546304865514,5411,0.1,20,0,3,0,1,0,0,15.5,0
tx_00164,1462,7.288244401020124,5411,0.1,11,0,5,0,1,0,0,3.12,0
tx_00165,1080,6.985641817639208,5968,0.7,16,0,7,0,1,0,0,3.96,0
tx_00166,30000,10.308985993422082,5311,0.4,10,1,10,0,1,0,0,4.2,1
tx_00167,19221,9.863810735383229,4829,0.8,0,0,1,1,1,0,0,6.17,0
tx_00168,3006,8.008698182988528,5311,0.4,6,0,1,1,1,0,0,5.18,0
tx_00169,8122,9.002454823050954,4121,0.2,13,0,2,1,-1,0,0,1.57,0
tx_00170,21455,9.97375960552146,4814,0.55,0,0,2,1,-1,0,0,48.66,0
tx_00171,12130,9.40351943877092,4814,0.55,5,0,2,1,1,0,0,10.86,0
tx_00172,9377,9.146121799649531,5814,0.3,22,0,6,0,1,0,0,15.05,0
tx_00173,23053,10.045594569160958,5814,0.3,0,1,0,1,1,0,0,20.34,0
tx_00174,4068,8.31115254800169,5812,0.45,5,1,3,1,1,0,0,3.84,0
tx_00175,8390,9.03491498187007,5412,0.2,14,1,5,1,1,0,0,13.35,0
tx_00176,8008,8.988321188323683,5814,0.3,13,1,2,1,0,0,0,25.03,0
tx_00177,6286,8.74623928838306,4829,0.8,4,0,5,1,1,0,0,27.42,0
tx_00178,5624,8.63497622707262,6011,0.85,1,1,1,1,1,0,0,15.23,0
tx_00179,8729,9.074520648833648,5691,0.35,21,1,6,1,1,0,0,3.8,0
tx_00180,8416,9.038008749211576,7995,0.3,13,1,3,1,-1,0,0,25.0,0
tx_00181,3008,8.009363076630045,4829,0.8,13,0,1,1,1,0,0,1.07,0
tx_00182,17446,9.766922993079902,5412,0.2,1,1,0,1,1,0,0,2.3,0
tx_00183,3222,8.078067881815437,5812,0.45,5,0,2,1,1,0,0,0.31,0
tx_00184,6620,8.798001694924846,5412,0.2,1,1,1,1,1,0,1,3.68,0
tx_00185,6153,8.724857555881988,5412,0.2,23,1,9,0,1,0,0,3.01,0
tx_00186,11446,9.345482965918476,4829,0.8,18,1,3,-1,1,0,0,2.81,0
tx_00187,1088,6.9930151229329605,5411,0.1,13,1,1,1,1,0,0,3.81,0
tx_00188,18987,9.851562479671209,4900,0.1,16,1,4,1,1,0,0,1.33,0
tx_00189,4281,8.362175469149628,5311,0.4,3,0,2,1,-1,0,0,10.49,0
tx_00190,25955,10.164158075741058,5812,0.45,23,0,2,1,1,0,0,3.79,0
tx_00191,5171,8.551014739891748,5712,0.25,12,1,2,1,0,0,0,3.35,0
tx_00192,7776,8.958925938694943,5712,0.25,12,1,1,1,1,0,0,0.99,0
tx_00193,50175,10.823292103710079,5411,0.1,23,1,1,1,-1,0,0,1.45,0
tx_00194,6259,8.741935464094144,7995,0.3,2,1,1,1,1,0,0,1.61,1
tx_00195,26425,10.182103652974162,4814,0.55,10,1,0,1,1,0,0,8.74,0
tx_00196,8453,9.042394981126735,5311,0.4,2,0,0,1,1,0,0,136.14,0
tx_00197,12086,9.399885773859458,4814,0.55,10,1,4,0,1,0,0,6.61,0
tx_00198,8705,9.071767722112243,5311,0.4,6,0,6,1,0,0,0,12.67,0
tx_00199,18226,9.810659290224933,7995,0.3,11,0,0,1,1,0,1,13.83,0
tx_00200,4247,8.354203562921775,5411,0.1,16,0,3,1,1,0,0,0.7,0
tx_00201,3198,8.070593539949519,6011,0.85,6,0,2,1,1,0,0,19.69,0
tx_00202,4441,8.398860004454372,5412,0.2,1,0,0,1,1,0,0,6.7,0
tx_00203,8954,9.099967314494812,5812,0.45,3,1,2,1,1,0,0,17.89,0
tx_00204,6604,8.795582216956426,5412,0.2,17,1,4,1,0,0,0,1.45,0
tx_00205,15993,9.679968930891835,4900,0.1,13,0,2,1,1,0,0,6.88,0
tx_00206,28132,10.244698543504514,5814,0.3,23,0,0,1,0,0,0,11.38,0
tx_00207,3223,8.07837810362652,7995,0.3,21,0,7,0,1,0,0,4.45,0
tx_00208,4056,8.308199063206446,4900,0.1,3,1,1,1,1,0,0,1.24,0
tx_00209,2081,7.641084249174914,5814,0.3,17,0,0,1,1,0,0,0.61,0
tx_00210,56051,10.93403511029011,4900,0.1,2,0,1,-1,0,0,0,11.56,0
tx_00211,10879,9.294681520409934,5814,0.3,2,0,0,1,1,0,0,9.9,0
tx_00212,12849,9.461099090323366,5968,0.7,19,1,6,0,1,0,0,2.15,0
tx_00213,2280,7.732369222284388,5412,0.2,9,0,2,1,1,0,0,13.12,0
tx_00214,8136,9.004176840696656,5814,0.3,23,1,1,-1,1,0,0,2.53,0
tx_00215,13213,9.48903215258983,4900,0.1,0,0,2,1,1,0,1,1.51,0
tx_00216,6406,8.765146421639022,4814,0.55,12,1,1,1,1,0,0,8.2,0
tx_00217,22631,10.027120112981404,4814,0.55,7,1,3,-1,1,0,0,0.61,0
tx_00218,73234,11.201428727752408,5412,0.2,23,0,3,1,1,0,0,6.31,0
tx_00219,3313,8.105911197986508,6011,0.85,16,0,0,1,1,0,0,0.65,0
tx_00220,3085,8.034631032923107,4814,0.55,18,1,6,0,1,0,0,1.21,0
tx_00221,3538,8.171599480345463,5412,0.2,6,1,4,0,1,0,0,3.1,0
tx_00222,37461,10.531082364855838,5812,0.45,21,1,1,1,1,0,0,11.43,0
tx_00223,21926,9.9954740331485,4829,0.8,20,0,2,1,1,1,1,2800.42,0
tx_00224,7161,8.876544550558378,5814,0.3,18,1,0,1,1,0,0,11.83,0
tx_00225,8433,9.040026434306505,5311,0.4,11,0,1,-1,1,0,0,20.4,0
tx_00226,3750,8.229777750081887,5968,0.7,22,1,2,1,1,0,0,6.59,0
tx_00227,18972,9.850772194864133,5712,0.25,16,1,1,1,1,0,0,3.98,0
tx_00228,5677,8.644354337032917,5691,0.35,1,1,4,1,1,0,0,4.78,0
tx_00229,6362,8.758255243232792,4829,0.8,21,0,0,1,1,0,0,0.88,0
tx_00230,14523,9.583557732534226,5412,0.2,0,0,1,1,1,0,1,4.63,0
tx_00231,6813,8.826734598220911,5968,0.7,16,0,2,1,-1,1,0,3631.14,0
tx_00232,6516,8.78216942633238,4121,0.2,5,1,1,1,-1,0,0,403.77,0
tx_00233,8227,9.015298250772847,5814,0.3,21,1,2,1,1,0,0,23.03,0
tx_00234,17340,9.760828918798548,5412,0.2,17,0,3,1,1,0,0,4.04,0
tx_00235,38923,10.56936630594188,5814,0.3,19,0,2,1,1,0,0,1.48,0
tx_00236,14205,9.561419689557756,5812,0.45,16,0,1,1,1,0,0,7.41,0
tx_00237,17471,9.768354878544631,5412,0.2,13,0,6,0,1,0,0,4.6,0
tx_00238,6737,8.815518423966498,5311,0.4,20,0,1,1,-1,0,0,7.63,0
tx_00239,4158,8.33302993974291,5712,0.25,7,1,0,1,1,0,0,1.41,0
tx_00240,15161,9.626547576616248,4814,0.55,12,0,0,1,1,0,0,0.67,0
tx_00241,9584,9.167954655479745,5712,0.25,7,0,7,0,1,0,0,7.85,0
tx_00242,2108,7.653969180478774,4814,0.55,2,1,1,1,1,0,0,2.74,0
tx_00243,5964,8.693664334532016,5812,0.45,21,1,1,-1,1,0,0,4.82,0
tx_00244,7528,8.926517509850122,5712,0.25,11,0,1,1,-1,0,0,1.34,0
tx_00245,5015,8.520388082312756,4814,0.55,1,0,2,1,1,0,0,18.31,0
tx_00246,33284,10.412862124034804,5814,0.3,19,0,2,1,1,0,0,1.05,0
tx_00247,12849,9.461099090323366,5411,0.1,22,0,3,1,1,0,0,13.51,0
tx_00248,30022,10.309719033572193,5968,0.7,15,0,0,-1,1,0,1,4.56,0
tx_00249,10461,9.255504923930557,4121,0.2,7,0,2,1,1,0,0,3.7,0
tx_00250,8800,9.082620630373812,4829,0.8,20,1,6,0,1,0,0,6.01,1
tx_00251,3346,8.115819701211327,5412,0.2,17,1,3,-1,0,0,0,3.8,0
tx_00252,8238,9.01663425631559,4829,0.8,6,1,1,0,-1,0,0,3.39,0
tx_00253,8247,9.017726025696795,5311,0.4,7,0,0,1,1,0,0,4.72,0
tx_00254,2223,7.707062655370473,5812,0.45,23,1,5,0,0,0,0,2.7,1
tx_00255,4879,8.492900498847193,4829,0.8,22,1,1,1,1,0,0,7.11,0
tx_00256,5991,8.698180525197055,5812,0.45,16,0,1,1,1,0,0,23.14,0
tx_00257,12064,9.398063978059133,4814,0.55,0,1,5,1,1,0,0,102.53,0
tx_00258,12625,9.44351345892757,4829,0.8,5,0,7,-1,1,1,0,543.42,0
tx_00259,4689,8.453187861440325,5712,0.25,8,1,3,0,0,0,0,11.1,0
tx_00260,12716,9.450694960020746,5968,0.7,12,1,3,1,1,0,0,0.41,0
tx_00261,6851,8.832295859444011,4829,0.8,20,0,2,0,1,0,0,4.11,0
tx_00262,533,6.280395838960195,5311,0.4,20,1,3,1,1,0,0,2.19,0
tx_00263,5139,8.544808358449211,6011,0.85,6,1,2,1,1,0,0,0.79,0
tx_00264,22702,10.030252353327626,7995,0.3,2,1,0,1,-1,1,0,4037.02,1
tx_00265,1648,7.407924322559599,5712,0.25,6,1,2,1,0,0,0,0.68,0
tx_00266,9065,9.112286431500795,5412,0.2,5,1,1,1,1,0,1,1.84,0
tx_00267,36723,10.511185771263591,5311,0.4,21,0,8,0,1,0,0,0.61,0
tx_00268,3954,8.282735880201754,5712,0.25,0,0,0,-1,1,0,0,4.18,0
tx_00269,8162,9.007367027451355,5712,0.25,19,1,3,1,-1,0,0,19.38,0
tx_00270,2360,7.766840537085513,5311,0.4,15,0,0,1,1,0,0,1.14,0
tx_00271,38217,10.551061887801316,4121,0.2,2,0,0,1,1,0,0,2.61,0
tx_00272,7525,8.926118971153382,4829,0.8,16,1,6,0,1,0,0,12.95,0
tx_00273,8514,9.049584593096789,7995,0.3,13,1,2,1,-1,0,0,22.41,0
tx_00274,29488,10.29177259143444,5411,0.1,0,0,0,1,1,0,0,5.05,0
tx_00275,15269,9.633645398212678,5412,0.2,5,1,7,1,1,0,0,1.12,0
tx_00276,3545,8.173575486634153,5412,0.2,8,1,3,1,1,0,0,3.37,0
tx_00277,4404,8.39049553837028,5814,0.3,5,0,2,-1,1,0,0,2.97,0
tx_00278,13034,9.475393326367602,4121,0.2,13,1,1,1,1,0,0,2.39,0
tx_00279,4502,8.412499120301572,4814,0.55,14,0,3,1,0,0,0,1.01,0
tx_00280,1090,6.994849985833071,4900,0.1,4,0,0,1,1,0,0,11.7,0
tx_00281,7743,8.954673628956414,5412,0.2,2,1,3,1,-1,0,0,3.26,0
tx_00282,1996,7.599401333415815,5812,0.45,15,1,1,1,1,0,0,0.56,0
tx_00283,37822,10.540672662176004,5412,0.2,11,1,1,1,0,0,0,9.87,0
tx_00284,9635,9.173261363734762,5412,0.2,6,0,1,1,1,0,0,36.83,0
tx_00285,3447,8.145549631783584,7995,0.3,6,1,2,1,1,0,0,6.9,0
tx_00286,4194,8.341648618901306,4829,0.8,0,0,0,1,1,0,0,1.45,0
tx_00287,1353,7.21081845347222,5712,0.25,20,0,2,1,0,0,0,62.43,0
tx_00288,2866,7.96102146588337,5691,0.35,20,1,2,1,1,0,0,4.79,0
tx_00289,21390,9.970725551801806,5412,0.2,13,1,4,1,1,0,0,12.47,0
tx_00290,67871,11.125378857364408,5968,0.7,8,0,10,0,1,0,0,3.09,0
tx_00291,16240,9.695294188174604,4900,0.1,5,1,1,1,1,0,0,2.26,0
tx_00292,7463,8.91784674252718,7995,0.3,7,1,6,0,1,0,0,11.87,0
tx_00293,5404,8.595079730073309,5311,0.4,22,1,3,1,1,0,0,1.55,0
tx_00294,3283,8.096817470572319,5691,0.35,2,1,0,1,1,0,0,2.94,0
tx_00295,57639,10.961972050113458,5691,0.35,19,0,1,1,1,0,0,4.29,0
tx_00296,6808,8.826000545482966,5968,0.7,7,0,1,1,1,1,0,3959.67,0
tx_00297,60780,11.015032519115959,5412,0.2,6,1,2,1,1,0,0,0.91,0
tx_00298,30608,10.329049362343415,4900,0.1,19,1,8,0,0,0,0,17.68,0
tx_00299,1558,7.351799869057777,4121,0.2,23,0,2,1,1,0,0,12.51,0
tx_00300,4327,8.372860820526318,5411,0.1,23,0,1,1,1,0,0,10.0,0
tx_00301,4314,8.36985260351753,5968,0.7,6,1,1,1,1,0,0,11.44,0
tx_00302,7550,8.929435283803425,4121,0.2,14,1,2,1,0,0,0,1.28,0
tx_00303,7692,8.948066103458935,6011,0.85,7,0,0,1,-1,0,0,0.92,0
tx_00304,140308,11.851602412286883,5691,0.35,4,0,1,1,1,0,1,0.56,0
tx_00305,2927,7.982074875081202,4814,0.55,9,1,1,1,-1,0,0,3.09,0
tx_00306,10124,9.22276289197474,5311,0.4,1,0,4,1,1,0,0,7.11,0
tx_00307,14630,9.590897844378162,5691,0.35,3,0,10,0,-1,0,0,1.51,0
tx_00308,8133,9.00380808646717,5311,0.4,14,0,0,1,-1,0,0,9.79,0
tx_00309,9044,9.109967397829395,4814,0.55,16,0,3,1,1,0,0,4.02,0
tx_00310,3019,8.013012110368916,5812,0.45,6,1,1,1,-1,0,0,4.9,0
tx_00311,9012,9.10642325855641,5812,0.45,13,0,0,1,1,0,0,10.21,0
